balls_faced,total_runs,total_extras_seen,avg_runs_per_ball,boundary_rate,dot_ball_rate
33,19,1,0.5757575757575758,0.030303030303030304,0.5757575757575758
20,18,0,0.9,0.05,0.3
7,5,0,0.7142857142857143,0.0,0.42857142857142855
25,40,5,1.6,0.2,0.4
4,0,0,0.0,0.0,1.0
7,17,0,2.4285714285714284,0.2857142857142857,0.0
5,6,0,1.2,0.2,0.8
15,19,1,1.2666666666666666,0.13333333333333333,0.3333333333333333
5,1,0,0.2,0.0,0.8
39,64,1,1.641025641025641,0.2564102564102564,0.38461538461538464
13,17,1,1.3076923076923077,0.23076923076923078,0.38461538461538464
19,9,0,0.47368421052631576,0.0,0.631578947368421
5,3,0,0.6,0.0,0.6
3,5,0,1.6666666666666667,0.3333333333333333,0.3333333333333333
29,50,0,1.7241379310344827,0.20689655172413793,0.20689655172413793
17,28,0,1.6470588235294117,0.23529411764705882,0.17647058823529413
1,1,0,1.0,0.0,0.0
48,25,3,0.5208333333333334,0.020833333333333332,0.6666666666666666
3,1,0,0.3333333333333333,0.0,0.6666666666666666
